Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured,|,Sample mass:,0.0903 g,Ambient free space:,10.1689 cm? Measured
Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s,|,Analysis free space:,29.7209 cm?,Equilibration interval:,15 s
Low pressure dose:,None,Sample density:,1.000 g/cm?,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?,|,Low pressure dose:,None,Sample density:,1.000 g/cm?
Automatic degas:,No,,,,|,Automatic degas:,No,,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,,|,Automatic degas:,No,,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,,|,Automatic degas:,No,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
Summary Report,,,,,|,Isotherm Tabular Report,,,,,|,Isotherm Linear Plot,,,,|,BET Report,,,,|,BET Surface Area Plot,,,,|,t-Plot Reports,,,,|,t-Plot Report,,,,|,t-Plot,,,,|,BJH Adsorption Pore Distribution Report,,,,,,|,BJH Adsorption Cumulative Pore Volume (Smaller),,,,|,BJH Adsorption Cumulative Pore Area (Smaller),,,,|,BJH Adsorption dV/dD Pore Volume,,,,|,BJH Adsorption dV/dlog(D) Pore Volume,,,,|,BJH Adsorption Cumulative Pore Volume (Smaller),,,,|,BJH Adsorption dV/dlog(D) Pore Volume,,,,|,BJH Desorption Pore Distribution Report,,,,,,|,BJH Desorption Cumulative Pore Volume (Smaller),,,,|,BJH Desorption dV/dD Pore Volume,,,,|,BJH Desorption dV/dlog(D) Pore Volume,,,,|,BJH Desorption Cumulative Pore Area (Smaller),,,,|,BJH Desorption dA/dD Pore Area,,,,|,BJH Desorption dA/dlog(D) Pore Area,,,,|,Dollimore-Heal Adsorption Pore Distribution Report,,,,,,|,Dollimore-Heal Adsorption Cumulative Pore Volume (Larger),,,,|,Dollimore-Heal Adsorption Cumulative Pore Area (Larger),,,,|,Dollimore-Heal Adsorption dV/dlog(D) Pore Volume,,,,|,Dollimore-Heal Desorption Pore Distribution Report,,,,,,|,Dollimore-Heal Desorption Cumulative Pore Volume (Larger),,,,|,Dollimore-Heal Desorption Cumulative Pore Area (Larger),,,,|,Dollimore-Heal Desorption dV/dlog(D) Pore Volume,,,,|,,,,,,|,,,,,,|,Cumulative Surface Area vs. Pore Width,,,,|,Incremental Surface Area vs. Pore Width,,,,|,dA/dlog(W) Surface Area vs. Pore Width,,,,|,Cumulative Pore Volume vs. Pore Width,,,,|,Incremental Pore Volume vs. Pore Width,,,,|,dV/dW Pore Volume vs. Pore Width,,,,|,dV/dlog(W) Pore Volume vs. Pore Width,,,,|,Goodness of Fit,,,,|,Goodness of Fit,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,SIO2OH.THK,,,,|,,,,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,,,,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,User-Defined : Standard,,,,|,,,,,,,|,User-Defined,,,,|,User-Defined,,,,|,User-Defined,,,,|,,,,,,,|,User-Defined,,,,|,User-Defined,,,,|,User-Defined,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,Standard Deviation of Fit: 0.33343 cm?/g STP,,,,|,Standard Deviation of Fit: 0.33343 cm?/g STP,,,
,,,,,|,Relative Pressure (P/Po),Absolute Pressure (kPa),Quantity Adsorbed (cm?/g STP),Elapsed Time (h:min),Saturation Pressure (kPa),|,,,,,|,BET surface area:,563.7690 °¿ 13.9409 m?/g,,,|,,,,,|,Primary Data,,,,|,Micropore volume:,0.000000 cm?/g,,,|,,,,,|,,Standard,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,Standard,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,User-Defined,,,,,|,,,,,|,,,,,|,,,,,|,,User-Defined,,,,,|,,,,,|,,,,,|,,,,,|,,Porosity Distribution by ,,,,|,,Porosity Distribution by ,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,1:48,102.5055912,|,WWT-3 : JIEKONG-Method : Adsorption,,WWT-3 : JIEKONG-Method : Desorption,,|,Slope:,0.007759 °¿ 0.000189 g/cm? STP,,,|,WWT-3 : JIEKONG-Method,,Not Fitted,,|,4054-  Fewer than two data points are inside the fitted thickness range.,,,,|,Micropore area:,*,,,|,WWT-3 : JIEKONG-Method,,Not Fitted,,|,,User-Defined,,,,,|,BJH Adsorption Cumulative Pore Volume (Smaller),,BJH Adsorption dV/dlog(D) Pore Volume,,|,WWT-3 : JIEKONG-Method,,,,|,BJH Adsorption dV/dD Pore Volume,,BJH Adsorption Cumulative Pore Volume (Smaller),,|,BJH Adsorption dV/dlog(D) Pore Volume,,BJH Adsorption Cumulative Pore Volume (Smaller),,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,,User-Defined,,,,,|,BJH Desorption Cumulative Pore Volume (Smaller),,BJH Desorption dV/dlog(D) Pore Volume,,|,BJH Desorption dV/dD Pore Volume,,BJH Desorption Cumulative Pore Volume (Smaller),,|,BJH Desorption dV/dlog(D) Pore Volume,,BJH Desorption Cumulative Pore Volume (Smaller),,|,BJH Desorption Cumulative Pore Area (Smaller),,BJH Desorption dA/dlog(D) Pore Area,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,,Reference curve:SIO2OH.THK,,,,,|,Dollimore-Heal Adsorption Cumulative Pore Volume (Larger),,Dollimore-Heal Adsorption dV/dlog(D) Pore Volume,,|,Dollimore-Heal Adsorption Cumulative Pore Area (Larger),,Dollimore-Heal Adsorption dA/dlog(D) Pore Area,,|,Dollimore-Heal Adsorption dV/dlog(D) Pore Volume,,Dollimore-Heal Adsorption dA/dlog(D) Pore Area,,|,,Reference curve:SIO2OH.THK,,,,,|,Dollimore-Heal Desorption Cumulative Pore Volume (Larger),,Dollimore-Heal Desorption dV/dlog(D) Pore Volume,,|,Dollimore-Heal Desorption Cumulative Pore Area (Larger),,Dollimore-Heal Desorption dA/dlog(D) Pore Area,,|,Dollimore-Heal Desorption dV/dlog(D) Pore Volume,,Dollimore-Heal Desorption dA/dlog(D) Pore Area,,|,,Model: N2 - DFT Model,,,,|,,Model: N2 - DFT Model,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method,,,,|,WWT-3 : JIEKONG-Method : Adsorption,,WWT-3 : JIEKONG-Method : model fit,,|,WWT-3 : JIEKONG-Method : Adsorption,,WWT-3 : JIEKONG-Method : model fit,
Surface Area,,,,,|,0.016953123,1.736941376,124.6020735,2:19,102.4555384,|,Relative Pressure (P/Po),Quantity Adsorbed (cm?/g STP),Relative Pressure (P/Po),Quantity Adsorbed (cm?/g STP),|,Y-intercept:,-0.000038 °¿ 0.000029 g/cm? STP,,,|,Relative Pressure (P/Po),1/[Q(Po/P - 1)],Relative Pressure (P/Po),1/[Q(Po/P - 1)],|,,,,,|,External surface area:,0.0000 m?/g,,,|,Thickness (nm),Quantity Adsorbed (cm?/g STP),Thickness (nm),Quantity Adsorbed (cm?/g STP),|,,Reference curve:SIO2OH.THK,,,,,|,Pore Diameter (nm),Pore Volume (cm?/g),Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),|,Pore Diameter (nm),Pore Area (m?/g),,,|,Pore Diameter (nm),dV/dD Pore Volume (cm?/g°§nm),Pore Diameter (nm),Pore Volume (cm?/g),|,Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),Pore Diameter (nm),Pore Volume (cm?/g),|,Pore Diameter (nm),Pore Volume (cm?/g),,,|,Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),,,|,,Reference curve:SIO2OH.THK,,,,,|,Pore Diameter (nm),Pore Volume (cm?/g),Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),|,Pore Diameter (nm),dV/dD Pore Volume (cm?/g°§nm),Pore Diameter (nm),Pore Volume (cm?/g),|,Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),Pore Diameter (nm),Pore Volume (cm?/g),|,Pore Diameter (nm),Pore Area (m?/g),Pore Diameter (nm),dA/dlog(D) Pore Area (m?/g),|,Pore Diameter (nm),dA/dD Pore Area (m?/g°§nm),,,|,Pore Diameter (nm),dA/dlog(D) Pore Area (m?/g),,,|,,,,,,,|,Pore Diameter (nm),Pore Volume (cm?/g),Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),|,Pore Diameter (nm),Pore Area (m?/g),Pore Diameter (nm),dA/dlog(D) Pore Area (m?/g),|,Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),Pore Diameter (nm),dA/dlog(D) Pore Area (m?/g),|,,,,,,,|,Pore Diameter (nm),Pore Volume (cm?/g),Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),|,Pore Diameter (nm),Pore Area (m?/g),Pore Diameter (nm),dA/dlog(D) Pore Area (m?/g),|,Pore Diameter (nm),dV/dlog(D) Pore Volume (cm?/g),Pore Diameter (nm),dA/dlog(D) Pore Area (m?/g),|,,Method: Non-negative Regularization:  0.01000 ,,,,|,,Method: Non-negative Regularization:  0.01000 ,,,,|,Pore Width (nm),Cumulative Surface Area (m?/g),,,|,Pore Width (nm),Incremental Surface Area (m?/g),,,|,Pore Width (nm),dA/dlog(W) Surface Area (m?/g),,,|,Pore Width (nm),Cumulative Pore Volume (cm?/g),,,|,Pore Width (nm),Incremental Pore Volume (cm?/g),,,|,Pore Width (nm),dV/dW Pore Volume (cm?/g°§nm),,,|,Pore Width (nm),dV/dlog(W) Pore Volume (cm?/g),,,|,Relative Pressure (P/Po),Quantity Adsorbed (cm?/g STP),Relative Pressure (P/Po),Quantity Adsorbed (cm?/g STP),|,Relative Pressure (P/Po),Quantity Adsorbed (cm?/g STP),Relative Pressure (P/Po),Quantity Adsorbed (cm?/g STP)
,,,,,|,0.051401353,5.263260597,142.2712618,2:46,102.3953708,|,0.016953123,124.6020735,0.99543318,223.4953935,|,C:,-201.18817,,,|,0.016953123,0.000138405,,,|,,,,,|,Slope:,0.000000 °¿ 0.000000 cm?/g°§nm STP,,,|,0.472018838,152.0922961,0.511042579,159.2093806,|,,,,,,,|,177.221955,0.207489251,213.9417182,0.012636093,|,177.221955,250.8241761,,,|,213.9417182,3.10E-05,177.221955,0.207489251,|,213.9417182,0.012636093,177.221955,0.207489251,|,177.221955,0.207489251,,,|,213.9417182,0.012636093,,,|,,,,,,,|,61.2102603,0.193218627,69.08808065,0.003905298,|,69.08808065,2.77E-05,61.2102603,0.193218627,|,69.08808065,0.003905298,61.2102603,0.193218627,|,61.2102603,248.2826661,69.08808065,0.415222707,|,69.08808065,0.002946057,,,|,69.08808065,0.415222707,,,|,,,,,,,|,177.221955,0.011840783,296.7132562,0.012178879,|,177.221955,0.159625934,296.7132562,0.376934389,|,296.7132562,0.012178879,296.7132562,0.376934389,|,,,,,,,|,20.78900568,0.001216211,26.32598322,0.007446482,|,20.78900568,0.184792481,26.32598322,1.565467565,|,26.32598322,0.007446482,26.32598322,1.565467565,|,,Standard Deviation of Fit: 0.33343 cm?/g STP,,,,|,,Standard Deviation of Fit: 0.33343 cm?/g STP,,,,|,1.590515054,13.42455301,,,|,1.590515054,13.42455301,,,|,1.590515054,408.2742083,,,|,1.590515054,0.1635389,,,|,1.590515054,0.010675977,,,|,1.590515054,0.085341825,,,|,1.590515054,0.324683137,,,|,0.016953123,124.6020735,0.017706521,125.7684978,|,0.016953123,124.6020735,0.017706521,125.7684978
Single point surface area at P/Po = 0.300000000:,530.6171 m?/g,,,,|,0.088373059,9.047224579,152.0922961,3:02,102.3753692,|,0.051401353,142.2712618,0.994558796,217.1936912,|,Qm:,129.5253 cm?/g STP,,,|,0.051401353,0.000380868,,,|,,,,,|,Y-intercept:,0.000000 °¿ 0.000000 cm?/g STP,,,|,,,0.512549429,159.5369901,|,,,,,,,|,81.26077196,0.195654637,97.38113805,0.013487887,|,81.26077196,250.6029081,,,|,97.38113805,7.21E-05,81.26077196,0.195654637,|,97.38113805,0.013487887,81.26077196,0.195654637,|,81.26077196,0.195654637,,,|,97.38113805,0.013487887,,,|,,,,,,,|,31.86296076,0.189614454,37.62123702,0.004248006,|,37.62123702,5.79E-05,31.86296076,0.189614454,|,37.62123702,0.004248006,31.86296076,0.189614454,|,31.86296076,248.0739949,37.62123702,0.494242253,|,37.62123702,0.006736648,,,|,37.62123702,0.494242253,,,|,,,,,,,|,81.26077196,0.015964996,129.2413635,0.012966352,|,81.26077196,0.287269706,129.2413635,0.472373685,|,129.2413635,0.012966352,129.2413635,0.472373685,|,,,,,,,|,17.26471094,0.001816951,19.02685831,0.007499798,|,17.26471094,0.311085648,19.02685831,1.617880509,|,19.02685831,0.007499798,19.02685831,1.617880509,|,,,,,,|,,,,,,|,1.715611708,24.36548359,,,|,1.715611708,10.94093058,,,|,1.715611708,323.488908,,,|,1.715611708,0.172924095,,,|,1.715611708,0.009385194,,,|,1.715611708,0.070021973,,,|,1.715611708,0.277490679,,,|,0.051401353,142.2712618,0.02139844,127.4311429,|,0.051401353,142.2712618,0.02139844,127.4311429
  ,  ,,,,|,0.127389189,13.0383432,159.2093806,3:14,102.3504689,|,0.088373059,152.0922961,0.966945541,215.336968,|,Correlation coefficient:,0.9982313,,,|,0.088373059,0.000637376,,,|,,,,,|,Correlation coefficient:,0,,,|,,,0.546979566,165.0524968,|,,,,,,,|,45.68,0.191375594,54.30327424,0.033301985,|,45.68,250.4271433,,,|,54.30327424,0.000316611,45.68,0.191375594,|,54.30327424,0.033301985,45.68,0.191375594,|,45.68,0.191375594,,,|,54.30327424,0.033301985,,,|,,,,,,,|,20.78900568,0.188507153,23.86,0.007186409,|,23.86,0.000150129,20.78900568,0.188507153,|,23.86,0.007186409,20.78900568,0.188507153,|,20.78900568,247.9562635,23.86,1.386231976,|,23.86,0.028959219,,,|,23.86,1.386231976,,,|,,,,,,,|,45.68,0.021567422,63.47038886,0.031321316,|,45.68,0.640343029,63.47038886,2.116676158,|,63.47038886,0.031321316,63.47038886,2.116676158,|,,,,,,,|,13.04880644,0.002789435,15.15675869,0.008388984,|,13.04880644,0.567732409,15.15675869,2.472125603,|,15.15675869,0.008388984,15.15675869,2.472125603,|,,,,,,|,,,,,,|,1.8585793,33.65317767,,,|,1.8585793,9.287694078,,,|,1.8585793,277.4649705,,,|,1.8585793,0.181555053,,,|,1.8585793,0.008630958,,,|,1.8585793,0.060370013,,,|,1.8585793,0.257845325,,,|,0.088373059,152.0922961,0.02563123,129.0376564,|,0.088373059,152.0922961,0.02563123,129.0376564
